year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
2151,99.17573011,98.21804479,97.20941427,96.19641459,95.18103748,94.16429207,93.14612706,92.12648809,91.10524458,90.08230742,89.05765029,88.03111991,87.00263158,85.97212027,84.93955292,83.90493786,82.86819125,81.82941436,80.78876401,79.74632468,78.70226287,77.65678754,76.61014245,75.56256245,74.51427778,73.46550931,72.4164512,71.36726477,70.31817234,69.26925873,68.22051348,67.17199895,66.12365398,65.07548868,64.02767692,62.98022302,61.93303867,60.88619408,59.83980188,58.79384371,57.74838607,56.70344623,55.65896281,54.61491626,53.57132664,52.5282561,51.48572009,50.44382423,49.40261567,48.36222729,47.32278051,46.28435716,45.24701377,44.21083481,43.17607414,42.14286809,41.11138568,40.08178738,39.05418096,38.0287425,37.0055947,35.98476933,34.96630826,33.95033027,32.93696283,31.9263575,30.91874742,29.91439887,28.91362099,27.91675409,26.92415096,25.93623546,24.95348299,23.97641708,23.00560353,22.04164232,21.0851056,20.13653534,19.19653382,18.26579598,17.34510615,16.43531781,15.53743909,14.65266699,13.78222223,12.9272722,12.08886378,11.26780761,10.46464277,9.679620375,8.912536102,8.166347711,7.453750532,6.779138675,6.143561749,5.547075927,4.989380975,4.471283685,3.994261584,3.55873556,3.163564274,2.806942955,2.487000323,2.201524815,1.948153694,1.724684963,1.528985888,1.359021742,1.213169266,1.090969187,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2152,99.18894669,98.23151574,97.22380586,96.21184565,95.19760798,94.18209389,93.16525488,92.14703748,91.12731078,90.10598184,89.08303451,88.05836744,87.03189777,86.00353793,84.97322,83.94090856,82.90647519,81.86997034,80.83149134,79.79106107,78.74879142,77.70485244,76.65946988,75.6128852,74.56535849,73.51715725,72.46852949,71.41968718,70.37089098,69.32225086,68.27376961,67.22551458,66.17742529,65.12951172,64.08194583,63.03473185,61.98778252,60.94116724,59.89499741,58.84925489,57.80400546,56.75926623,55.71497651,54.67111699,53.62770755,52.58480967,51.54243866,50.50069904,49.4596375,48.4193855,47.38006324,46.34175174,45.30450698,44.26841265,43.23371999,42.20056399,41.16911204,40.13952307,39.11190391,38.08642899,37.06321996,36.04230853,35.0237364,34.00762143,32.99409008,31.98329276,30.97546061,29.97085766,28.96979044,27.97259643,26.97962555,25.9912982,25.00808592,24.0305081,23.05912609,22.09453535,21.13730391,20.18797017,19.24713245,18.31548112,17.39379539,16.48292325,15.58386632,14.6978137,13.82597834,12.96952063,12.12948172,11.3066686,10.50161887,9.714584276,8.945364346,8.19689256,7.481951368,6.804941606,6.166945916,5.568057731,5.008012399,4.48764347,4.008449725,3.570873079,3.173792666,2.815418865,2.493889934,2.206998803,1.952382425,1.72783396,1.531212763,1.360474796,1.213988647,1.091294564,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2153,99.20130631,98.24407019,97.23720846,96.22620842,95.2130249,94.19865189,93.18304533,92.16615456,91.14785047,90.12803936,89.10670039,88.08374325,87.05913621,86.03279355,85.00462487,83.97455991,82.9424281,81.90823375,80.87202341,79.83376204,78.79349958,77.75135144,76.70750425,75.66218147,74.61564953,73.56820536,72.5201433,71.47172896,70.42327253,69.3749236,68.32671103,67.27871458,66.2308801,65.18321747,64.13589672,63.08892205,62.04220716,60.99582071,59.94987285,58.90434567,57.85930424,56.8147655,55.77066946,54.72699703,53.6837679,52.64104292,51.59883725,50.55725431,49.51634033,48.47622539,47.43702845,46.39882972,45.36168469,44.32567622,43.29105296,42.2579486,41.22652889,40.19695124,39.16932155,38.14381259,37.120545,36.09955038,35.08087031,34.06462169,33.05093002,32.0399445,31.03189433,30.02704129,29.0256893,28.02817304,27.03483958,26.04610585,25.06243959,24.08435601,23.11241211,22.14719876,21.18927994,20.23919045,19.29752467,18.36496841,17.44229573,16.53034919,15.63012388,14.74280099,13.86958575,13.01163158,12.16997386,11.34541595,10.53849399,9.749460333,8.978118411,8.227377671,7.510105362,6.830709008,6.190304179,5.58902153,5.026632031,4.503996115,4.022633997,3.583008847,3.184020515,2.82389478,2.500779671,2.212472801,1.956610966,1.730982593,1.533439187,1.361927427,1.214807735,1.091619824,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2154,99.21287047,98.25577506,97.24969531,96.23958251,95.2273737,94.21405646,93.19959208,92.18393438,91.16695796,90.14857048,89.12874947,88.10740082,87.08450301,86.06002152,85.03386781,84.00594919,82.97606182,81.94416632,80.91026314,79.87426799,78.83617259,77.79603033,76.753973,75.71018499,74.66491443,73.61846415,72.57115764,71.52330664,70.47527388,69.42725974,68.37933362,67.33160048,66.28401994,65.23660744,64.18953109,63.14279507,62.09631404,61.05015591,60.00442962,58.95911745,57.9142838,56.86994541,55.82604299,54.7825577,53.73950901,52.69695714,51.65491713,50.61349128,49.57272537,48.53274813,47.49367728,46.45559225,45.41854799,44.38262657,43.34807408,42.31502291,41.28363718,40.25407281,39.22643474,38.20089414,37.1775706,36.15649564,35.13771068,34.1213317,33.10748322,32.09631327,31.08804907,30.08295019,29.08131797,28.08348427,27.08979333,26.10065865,25.11654417,24.13796096,23.16546164,22.19963257,21.24103365,20.29019609,19.34771034,18.41425764,17.49060694,16.57759535,15.67621143,14.78762852,13.9130441,13.05360463,12.21033977,11.38404922,10.57526766,9.784248091,9.010797838,8.257802576,7.53821206,6.856440459,6.213636157,5.609966991,5.045239592,4.520341392,4.036814223,3.59514273,3.194247724,2.832370636,2.507669489,2.217946781,1.960839302,1.734130853,1.535665157,1.363379634,1.215626529,1.091944968,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2155,99.22369601,98.26669183,97.26133335,96.25204118,95.24073397,94.22839303,93.21498552,92.20047062,91.1847283,90.16766948,89.14927222,88.12944166,87.10815166,86.08537796,85.06108323,84.03517669,83.00743364,81.97777988,80.94617224,79.91248184,78.87665083,77.83867433,76.79862193,75.75662319,74.71288688,73.66769712,72.62138301,71.57428523,70.52681157,69.47921617,68.43162016,67.38416815,66.33684633,65.28968313,64.24285044,63.19635241,62.15010465,61.10417432,60.05866915,59.01357166,57.96894553,56.92480735,55.88109849,54.83780034,53.7949322,52.75255363,51.71067955,50.66941118,49.62879384,48.58895492,47.5500109,46.51204043,45.47509796,44.43926476,43.40478438,42.37178791,41.34043788,40.31088869,39.28324436,38.25767447,37.23429755,36.21314506,35.19425823,34.17775214,33.16375032,32.15239963,31.14392535,30.13858483,29.13667685,28.13853047,27.14448711,26.15495686,25.17039986,24.19132309,23.21827478,22.25183681,21.29256501,20.34098701,19.39768933,18.46334864,17.5387288,16.62466146,15.72212867,14.83229593,13.956353,13.09543939,12.25057902,11.42256798,10.61193945,9.818947102,9.043402176,8.288166817,7.566271017,6.882135539,6.236941473,5.630893787,5.063834804,4.536679077,4.050990227,3.607274596,3.204474199,2.840846367,2.514559348,2.223420718,1.965067418,1.737278734,1.537890671,1.364831417,1.216445028,1.092269994,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2156,99.23383538,98.27687727,97.27218403,96.26365135,95.25317897,94.24174121,93.22931108,92.21585366,91.20125515,90.18543141,89.16836295,88.14995627,87.13018368,86.10901635,85.08642724,84.06237682,83.03664384,82.00913172,80.97976255,79.9483653,78.91483722,77.87912383,76.84123625,75.80124185,74.7592943,73.71563796,72.67058289,71.62447523,70.57775059,69.53070942,68.48352751,67.43640034,66.38935512,65.34244605,64.29585627,63.24959554,62.20358044,61.15787738,60.1125929,59.06770973,58.02329084,56.97935269,55.9358373,54.8927263,53.85003878,52.80783369,51.7661258,50.72501528,49.68454698,48.64484695,47.60603047,46.56817542,45.53133573,44.49559188,43.4611849,42.42824462,41.39693196,40.36739983,39.33975133,38.31415444,37.29072667,36.2694994,35.25051368,34.23388367,33.21973194,32.20820417,31.19952371,30.1939457,29.19176638,28.19331203,27.19892125,26.20900074,25.22400688,24.24444255,23.27085164,22.30381154,21.34387403,20.39156317,19.44746154,18.51224128,17.58666111,16.67154728,15.76787532,14.87680291,13.99951211,13.13713548,12.29069124,11.46097181,10.64850893,9.853556933,9.075930983,8.318469943,7.594281791,6.907793837,6.260219753,5.651801591,5.082417394,4.553008947,4.065161833,3.619404313,3.214699843,2.849321907,2.521449204,2.228894587,1.969295301,1.740426228,1.540115725,1.366282774,1.217263234,1.092594904,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2157,99.24333715,98.2863838,97.28230413,96.27447447,95.26477562,94.25417426,93.24264838,92.23016894,91.21662891,90.20194996,89.1861167,88.16903893,87.15068956,86.13103821,85.11005332,84.08770569,83.06382684,82.03832214,81.01109135,79.98193019,78.95069346,77.91728173,76.88165633,75.84382617,74.80388247,73.76201407,72.71849097,71.67364009,70.62790141,69.58160447,68.5349722,67.48825394,66.44152907,65.39489205,64.34855008,63.30252597,62.2567429,61.21126656,60.1662023,59.12153307,58.07732115,57.03358284,55.99026081,54.94733693,53.90483009,52.86279863,51.82125717,50.78030483,49.73998601,48.70042543,47.66173719,46.62399838,45.58726242,44.55160902,43.51727672,42.48439407,41.4531204,40.42360717,39.39595655,38.37033493,37.3468588,36.32555946,35.30647777,34.289727,33.27542873,32.26372749,31.25484469,30.2490333,29.24658701,28.24782934,27.25309609,26.2627906,25.27736548,24.29731953,23.32319235,22.35555684,21.39496074,20.44192454,19.4970269,18.56093541,17.6344037,16.7182526,15.81345113,14.92114917,14.0425211,13.17869255,12.33067602,11.49926031,10.68497569,9.888077161,9.108383828,8.348711512,7.622243951,6.933414944,6.28347063,5.672690081,5.100987087,4.569330778,4.079328868,3.631531749,3.224924563,2.857797191,2.528339015,2.234368362,1.973522936,1.743573328,1.542340316,1.367733704,1.218081146,1.092919697,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2158,99.25224648,98.29525992,97.29174606,96.28456732,95.27558538,94.26575908,93.25507065,92.24349606,91.23093501,90.21731549,89.20262714,88.1867847,87.16976358,86.15153403,85.132063,84.11131678,83.08913874,82.06548554,81.04025895,80.01323382,78.98423139,77.95310974,76.91978507,75.88421653,74.84643658,73.80657121,72.76483463,71.72151348,70.6770275,69.63171177,68.5858192,67.53964545,66.49332505,65.44700389,64.40092771,63.35514518,62.30959351,61.26434332,60.21949882,59.17504313,58.13103788,57.08749919,56.04437041,55.0016336,53.95930748,52.91744976,51.87607496,50.83528111,49.79511218,48.75569159,47.71713224,46.67951046,45.64287916,44.60731728,43.5730609,42.54023729,41.50900422,40.47951169,39.45186094,38.42621682,37.40269479,36.38132604,35.36215127,34.34528284,33.33084137,32.31897021,31.30988887,30.30384816,29.30113921,28.30208282,27.30701201,26.31632674,25.3304759,24.34995425,23.37529707,22.4070728,21.44582517,20.49207111,19.54638534,18.60943092,17.68195642,16.7647772,15.85885583,14.96533441,14.08537965,13.22011024,12.37053301,11.5374331,10.72133934,9.922507375,9.14076029,8.37889109,7.650157068,6.958998459,6.306693736,5.693558936,5.119543615,4.58564435,4.093491159,3.643656774,3.235148264,2.866272155,2.535228739,2.239842016,1.977750308,1.746720028,1.544564442,1.369184208,1.218898763,1.093244373,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2159,99.26060543,98.30355075,97.30055832,96.29398231,95.28566501,94.27655715,93.26664483,92.25590828,91.24425304,90.23161345,89.21798466,88.20328725,87.1875008,86.1705981,85.15254676,84.13331163,83.11273303,82.09077804,81.06739975,80.04237648,79.0155083,77.9866197,76.95558419,75.92231581,74.88679699,73.84909458,72.80935962,71.76782278,70.72486249,69.68079477,68.63587895,67.59043982,66.54465955,65.49873842,64.45297191,63.40744902,62.36213376,61.31710916,60.27248391,59.22824136,58.18444246,57.14110316,56.09816747,55.05561767,54.01347229,52.97178842,51.93058046,50.8899454,49.84992676,48.81064666,47.77221684,46.73471284,45.69818711,44.66271779,43.62853852,42.59577533,41.56458443,40.53511436,39.50746547,38.48180102,37.45823549,36.43679995,35.41753495,34.40055192,33.38597053,32.37393296,31.36465685,30.3583908,29.35542348,28.35607292,27.36066939,26.3696095,25.38333845,24.40234693,23.42716596,22.45835955,21.4964674,20.54200289,19.59553683,18.65772774,17.72931911,16.8111209,15.90408922,15.00935838,14.12808746,13.26138824,12.41026186,11.57548981,10.75759947,9.956847173,9.173059957,8.409008251,7.678020725,6.984543984,6.329888712,5.714407839,5.138086708,4.601949445,4.107648532,3.655779259,3.245370853,2.874746734,2.542118335,2.245315525,1.981977404,1.749866319,1.546788099,1.370634283,1.219716087,1.093568933,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2160,99.26845287,98.3112983,97.30878601,96.30276793,95.29506693,94.28662523,93.27743237,92.26747251,91.25665628,90.24492345,89.2322747,88.21863697,87.20399489,86.18832547,85.17159891,84.15378071,83.13471125,82.11435313,81.09266986,80.06949257,79.04462449,78.01786889,76.98906551,75.95808573,74.9248666,73.88942452,72.85185112,71.81231374,70.77113376,69.72858709,68.68491486,67.64044748,66.59539751,65.55001212,64.50463952,63.45942021,62.41435948,61.36956553,60.32515904,59.2811292,58.23753631,57.19439617,56.1516534,55.10929052,54.06732587,53.02581595,51.984775,50.94429898,49.90443101,48.86529188,47.82699219,46.78960672,45.75318742,44.71781167,43.68371069,42.65100927,41.61986207,40.59041618,39.56277107,38.53708844,37.51348178,36.49198205,35.47262961,34.45553499,33.44081692,32.42861641,31.41914922,30.4126618,29.40944031,28.40980009,27.41406863,26.42263924,25.4359534,24.45449781,23.47879922,22.50941722,21.54688751,20.59171992,19.64448134,18.70582579,17.77649167,16.85728355,15.94915108,15.05322084,14.17064426,13.30252623,12.44986221,11.61343007,10.79375572,9.991096167,9.205282427,8.439062577,7.705834507,7.010051129,6.3530552,5.735236478,5.156616101,4.618245844,4.121800817,3.667899073,3.255592236,2.883220864,2.549007759,2.250788863,1.986204209,1.753012196,1.549011285,1.37208393,1.220533116,1.093893375,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2161,99.27582431,98.31854135,97.31647114,96.3109693,95.30383964,94.29601572,93.28749004,92.27825021,91.26821163,90.25731873,89.24557686,88.23291928,87.21933623,86.20480983,85.18931447,84.17281832,83.15516387,82.13631233,81.11622279,80.09473822,79.07171436,78.04695761,77.02028632,75.99153811,74.96060711,73.92746393,72.89214948,71.85477151,70.81558703,69.77481609,68.73266056,67.68943182,66.64534932,65.60068991,64.555847,63.51101558,62.46625339,61.42170826,60.37752567,59.33370811,58.29032088,57.24737962,56.20482961,55.16265355,54.12086961,53.07953368,52.03865989,50.99834317,49.9586262,48.91962851,47.88145952,46.84419329,45.80788126,44.77260007,43.73857852,42.70594017,41.67483816,40.64541816,39.61777872,38.59208003,37.56843455,36.54687317,35.52743605,34.51023282,33.49538125,32.48302123,31.47336661,30.46666172,29.46319025,28.4632648,27.46721016,26.47541632,25.48832109,24.50640717,23.53019707,22.56024597,21.59708561,20.64122224,19.69321888,18.75372501,17.82347399,16.90326499,15.99404123,15.09692155,14.21304977,13.34352392,12.48933376,11.65125355,10.82980772,10.02525398,9.237427307,8.469053659,7.733598008,7.035519508,6.376192848,5.75604454,5.175131528,4.634533331,4.135947844,3.680016089,3.26581232,2.891694481,2.555896972,2.256262004,1.990430708,1.75615765,1.551233997,1.373533148,1.22134985,1.094217702,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2162,99.28275216,98.32531538,97.32365249,96.3186284,95.31202823,94.30477713,93.29687023,92.28829815,91.27898055,90.26886621,89.25796439,88.2462138,87.23361027,86.22014153,85.20578715,84.1905195,83.1741852,82.15674613,81.13816005,80.11826692,79.09693404,78.07402028,77.04934693,76.02273026,74.99403034,73.9631745,72.93015759,71.89503643,70.85800744,69.81922747,68.77884336,67.73712643,66.69427837,65.65058216,64.60645926,63.56215159,62.51777229,61.47352006,60.42957961,59.38597954,58.34279761,57.30005496,56.25769749,55.21570813,54.17410486,53.13294297,52.09223647,51.05207927,50.01251362,48.97365779,47.93562007,46.89847376,45.86226981,44.82708413,43.79314312,42.76056913,41.72951378,40.70012131,39.67248941,38.64677672,37.62309472,36.60147419,35.58195509,34.56464618,33.54966427,32.5371481,31.52730967,30.52039117,29.51667382,28.51646756,27.52009443,26.52794114,25.54044185,24.55807529,23.58135973,22.61084599,21.64706182,20.69050994,19.74174947,18.80142538,17.87026601,16.94906511,16.0387595,15.1404603,14.25530376,13.38438102,12.5286762,11.6889599,10.86575512,10.05932024,9.269494214,8.498981094,7.761310829,7.060948739,6.399301308,5.77683172,5.19363273,4.650811692,4.150089442,3.692130178,3.276031013,2.900167521,2.56278593,2.261734924,1.994656888,1.759302675,1.553456232,1.374981935,1.222166291,1.094541911,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2163,99.28926596,98.33165273,97.33036554,96.32578402,95.31967471,94.31295455,93.30562147,92.29766873,91.2890198,90.27962735,89.2695042,88.25859377,87.2468966,86.23440604,85.2211073,84.20697795,83.19187027,82.17574883,81.15857214,80.1401802,79.12043704,78.09921302,77.07638175,76.05176245,75.02519359,73.99656806,72.96583713,71.93301139,70.89823534,69.86160637,68.82320896,67.78325863,66.74191822,65.69945224,64.65628665,63.61269311,62.56883264,61.52495774,60.48130357,59.4379393,58.39496794,57.35242361,56.31025847,55.26845567,54.227033,53.18604518,52.14550607,51.10550859,50.06609457,49.02738101,47.98947508,46.95244934,45.91635427,44.88126501,43.84740562,42.81489724,41.78388998,40.75452668,39.72690413,38.70117947,37.6774632,36.65578597,35.63618758,34.61877586,33.60366672,32.59099773,31.58097904,30.57385074,29.5698916,28.56940887,27.57272189,26.58021411,25.59231604,24.60950246,23.63228746,22.66121746,21.69681628,20.7395831,19.79007314,18.8489269,17.91686765,16.99468379,16.08330573,15.1838369,14.29740599,13.42509728,12.56788923,11.72654882,10.90159758,10.09329459,9.301482773,8.52884449,7.788972576,7.086338447,6.422380233,5.797597711,5.212119445,4.667080713,4.164225445,3.704241213,3.286248222,2.90863992,2.569674593,2.267207596,1.998882734,1.762447264,1.555677986,1.37643029,1.222982437,1.094866005,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2164,99.29539262,98.33758287,97.33664261,96.33247163,95.32681786,94.32058998,93.31378883,92.30641046,91.29838179,90.28965892,89.28025777,88.27012612,87.25926848,86.24768294,85.23536037,84.22228402,83.20831276,82.19341547,81.17755334,80.16056855,79.14232487,78.12268934,77.10154692,76.07876913,75.05419716,74.02770191,72.99919993,71.96865807,70.93617359,69.90179311,68.86554248,67.82757408,66.78799617,65.74703369,64.7050925,63.66245048,62.61929928,61.5759377,60.53265433,59.48957007,58.44682768,57.40448701,56.36251397,55.32089757,54.27965543,53.23884167,52.19847004,51.15863246,50.11937033,49.08079944,48.0430258,47.00612127,45.97013583,44.93514389,43.90136717,42.86892562,41.83796784,40.8086353,39.78102389,38.75528925,37.73154092,36.70980942,35.69013435,34.67262269,33.65738936,32.64457084,31.63437542,30.62704107,29.62284415,28.62208925,27.62509303,26.63223565,25.64394404,24.66068903,23.68298052,22.71136061,21.74634917,20.78844183,19.83818996,18.89622955,17.96327887,17.04012095,16.12767979,15.22705118,14.33935625,13.46567244,12.60697257,11.76402,10.93733478,10.12717669,9.33339262,8.558643459,7.816582863,7.111688261,6.445429284,5.818342212,5.230591416,4.683340182,4.178355684,3.716349066,3.296463856,2.917111616,2.576562919,2.272679996,2.003108233,1.76559141,1.557899258,1.377878214,1.223798288,1.095189981,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2165,99.30115675,98.34313266,97.34251317,96.33872357,95.33349313,94.32772222,93.32141432,92.31456842,91.30711503,90.2990133,89.29028183,88.28087229,87.27079281,86.26004549,85.24862597,84.23652317,83.22360306,82.20983972,81.19519871,80.17952626,79.16268802,78.14455077,77.12499593,76.10390642,75.08117548,74.05667634,73.0303033,72.0019883,70.97178388,69.93969056,68.90568425,67.8698579,66.83225785,65.79305376,64.75261033,63.71118701,62.66898252,61.62632479,60.58354829,59.54082862,58.49835948,57.45624093,56.41446542,55.37303524,54.33197352,53.29133381,52.25112973,51.21145221,50.17234224,49.13391436,48.0962735,47.05949077,46.0236157,44.98872194,43.95502893,42.92265539,41.89174846,40.86244823,39.83484971,38.80910706,37.78532883,36.76354544,35.74379629,34.72618747,33.71083298,32.69786816,31.68749947,30.67996281,29.67553208,28.67450927,27.67720833,26.68400621,25.69532623,24.71163531,23.7334392,22.76127568,21.79566065,20.83708626,19.88609999,18.94333338,18.00949966,17.08537651,16.17188157,15.27010298,14.38115435,13.50610628,12.64592597,11.80137315,10.97296641,10.1609662,9.3652234,8.588377626,7.844141309,7.136997817,6.468448125,5.839064925,5.249048389,4.699589891,4.192479994,3.728453613,3.306677822,2.925582544,2.583450867,2.278152099,2.00733337,1.768735105,1.560120044,1.379325705,1.224613845,1.095513841,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2166,99.30658101,98.34832664,97.34800407,96.34456928,95.33973287,94.3343867,93.32853672,92.32218462,91.3152646,90.30773902,89.29962881,88.29088905,87.28153106,86.2715606,85.26097733,84.24977499,83.2378266,82.22511198,81.21160192,80.19714838,79.1816208,78.16488778,77.14683031,76.12732783,75.10628469,74.0836258,73.05924753,72.03305939,71.00507805,69.97526041,68.94353711,67.90995038,66.87448837,65.83725809,64.79856737,63.75863615,62.71764563,61.67592927,60.63385025,59.59163133,58.5495201,57.50766804,56.46610857,55.42487009,54.38398868,53.34352299,52.30348649,51.26396918,50.22501159,49.18672707,48.14921944,47.1125591,46.0767951,45.04200037,44.00839204,42.97608768,41.94523294,40.91596653,39.88838262,38.86263388,37.83882789,36.81699495,35.79717427,34.77947105,33.76399837,32.75089045,31.74035191,30.7326166,29.727956,28.72666947,27.72906831,26.73552625,25.74646303,24.76234169,23.78366382,22.8109629,21.84475093,20.88551654,19.93380335,18.99023842,18.05553,17.13045042,16.21591096,15.31299216,14.42280009,13.54639857,12.68474917,11.83860799,11.00849215,10.1946628,9.396974766,8.618046618,7.871647541,7.162266755,6.491436421,5.859765554,5.267490109,4.715829629,4.206598209,3.740554727,3.316890031,2.934052643,2.590338396,2.283623879,2.011558131,1.771878344,1.562340341,1.380772762,1.225429108,1.095837585,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2167,99.31168619,98.35318739,97.35313985,96.35003563,95.34556654,94.34061578,93.33519149,92.32929784,91.3228725,90.31588116,89.3083472,88.30022881,87.29153999,86.28228973,85.27248139,84.26211274,83.25106299,82.23931767,81.22685335,80.21352859,79.19921824,78.18379468,77.16714056,76.14913489,75.12967829,74.10870642,73.08616706,72.06197164,71.03611339,70.00851448,68.97906274,67.94775437,66.91452801,65.87943175,64.84270923,63.80452514,62.76502207,61.7245144,60.68337046,59.64184298,58.6002259,57.55872508,56.51742607,55.47639788,54.43570232,53.39541058,52.3555417,51.3161847,50.27737971,49.23923886,48.2018649,47.16532751,46.12967526,45.09498037,44.06145769,43.02922363,41.99842238,40.9691913,39.94162367,38.91587073,37.89203907,36.87015888,35.85026918,34.83247428,33.81688635,32.80363847,31.79293347,30.78500312,29.78011653,28.77857044,27.7806735,26.78679625,25.79735487,24.81280852,23.83365469,22.86042256,21.89362024,20.93373284,19.98130013,19.03694474,18.10136991,17.17534264,16.25976789,15.35571858,14.46429331,13.58654912,12.72344193,11.87572425,11.04391172,10.22826616,9.42864638,8.647650074,7.899101192,7.18749472,6.514393846,5.880443806,5.285916326,4.73205919,4.220710165,3.752652284,3.327100391,2.942521849,2.597225465,2.289095311,2.015782503,1.775021118,1.564560147,1.382219385,1.226244076,1.096161213,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2168,99.31649139,98.35773565,97.35794308,96.35514713,95.35102097,94.3464389,93.34141097,92.33594353,91.32997752,90.32348172,89.3164821,88.30894006,87.30087201,86.29228965,85.28319959,84.27360332,83.26338546,82.25253639,81.24103845,80.22875726,79.21557403,78.20136652,77.18602097,76.16941809,75.15145781,74.1320717,73.11121804,72.08885948,71.06499021,70.03951007,69.01227298,67.98323156,66.95227961,65.91941501,64.88482095,63.84859954,62.810839,61.77181358,60.73187213,59.69127378,58.65034163,57.60932836,56.56837464,55.52760123,54.48711015,53.44699798,52.40729673,51.36810014,50.32944793,49.29145106,48.25421117,47.21779726,46.18225741,45.14766314,44.11422706,43.0820644,42.05131791,41.02212361,39.99457392,38.96881862,37.94496335,36.92303818,35.90308192,34.88519803,33.86949772,32.85611299,31.84524486,30.83712306,29.83201431,28.83021277,27.83202445,26.83781671,25.84800219,24.86303621,23.88341215,22.90965495,21.9422688,20.98173533,20.02859048,19.08345242,18.14701941,17.22005316,16.30345228,15.39828214,14.50563387,13.62655773,12.76200404,11.91272169,11.07922484,10.261776,9.460237914,8.677187639,7.9265019,7.212681361,6.537320075,5.901099392,5.304326792,4.748278368,4.234815698,3.764746159,3.337308812,2.950990101,2.604112034,2.294566372,2.02000647,1.778163421,1.566779458,1.383665573,1.227058749,1.096484724,0.996287641,0.929017165,0.854929371,0.829059829,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
